product,title,rating,content
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap,2.0,"The wire above the nose that should conform to your nose doesn’t. It doesn’t stay in place so if you wear glasses, it’s awkward.  These are fine for a quick run in and out of somewhere but not to wear for any length of time."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",The straps break!,5.0,The strap breaks as soon as I put the mask on. I’ve been through 30 in a couple of days. Of course I should’ve purchased the ones I’ve gotten in the past but trying to save money I got these. Don’t waste your money.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Paper,2.0,If u like very thin to nothing then this will work and this won’t Protect you ! But they are very thin .. kids like it because it’s like wearing nothing
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nose clip/wire doesn't work,2.0,"Bought these earlier in the year, unfortunately a 100 masks total, and every single mask's nose wire is useless. They don't bend to the shape of your nose if you pinch it like other masks do. They don't fit snug at all in this area, and it the wire feels more like plastic. Masks are supposed to fit snug and not let air escape to serve their purpose. I wear a fabric mask with a nose wire over one of these so they won't go to waste."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good disposable face masks at a great price!,5.0,Great price for 100 disposable face masks in black!  Packaged very well and has a certified sticker that comes with it.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Lightweight,3.0,I like the black color & the lightweight material.  The straps are a little bit shorter than the ones I bought at Costco.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Excellent quality and value.,5.0,Excellent quality mask. Our choir used them in a concert this week and they looked very professional with the choir wearing black clothing for a uniform look. The masks were an excellent value. I will definitely buy them again.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Possible eye irritant for sensitive skin,2.0,"My partner and I both have sensitive skin and these irritated our eyes. We both noticed that our eyes became itchy after sometime wearing this, in the corners of our eyes. They have a bit of a weird smell too out of the package. The smell goes away quickly though, and they're honestly pretty comfortable. They don't fog my glasses either. If you have sensitive skin these might not work for you, but I don't think they're bad"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","Great masks, perfect fit, NO ODOR!!",5.0,"Soo glad I took a chance besides negative reviews . Most importantly to note is there is NO ODOR !! Fit is perfect, stretchy ear bands are comfortable, not tight at all. Wish they were individually wrapped..but I put them in ziploc bag.Great purchase. timely delivery as described  !!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Garbage,1.0,"I purchased these masks after wearing another brand’s black mask almost since the beginning of the pandemic. Out of using five, three have ended up like this with a twisty tie coming out of the nose. These are a poor quality do not order. I NEVER once had this happen when using  another brand for over one year. GARBAGE"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Value brand but good quality,5.0,"Had an event and needed to order masks for those that ""forgot"" theirs. These worked out perfectly. I dont think they'd be good for multiple uses but we're getting for my need."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Good mask but a little small for adults,3.0,These are good masks but the size is small for adults. My teen daughters like them for school but they also complain about them being to small
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Plastic nose piece,1.0,Purchase two times prior- the third time it was obvious the metal noes piece was switched out for a plastics noes piece. Don’t waste your money.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Chemical smell,4.0,Will buy again
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Don't leave home with just 1,2.0,"About one in five of these will have the earloop band detach from the mask unexpectedly. Fortunately, most of the time it happens as you're putting the mask on. But sometimes, you've left home and are going into a store, or already in the store, when it fails.  And these failures are occurring with my 13yr old daughter, so its not like we're trying to strap these on to a watermelon."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Perfect for school,5.0,"These are the only masks my teens will wear. Light weight, disposable. Will continue to buy until COVID decides to disappear."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great!,5.0,I have ordered this great deal on masks a few times. The nose clip is comfortable and the masks are breathable. Work great with glasses!
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great quantity with low quality straps,3.0,"I like that they were not expensive, however the masks did break every day. I recommended having an extra close by just in case."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Great for everyday use,5.0,"We live in an area where mask are required pretty much all the time. I keep a supply of clean masks by the front door for my family so it is convenient to grab on the way out. The price for 100 masks was great, shipping was fast, and the masks were exactly as I expected them to be. Would recommend, will order again."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Needs improvement,1.0,Usually I try so hard not to be harsh and believe other reviews but wth? I just opened it since I finally ran out of the other mask I have (different brand btw) and most of these mask are missing the strap. Yeah that’s no fun when you’re looking mask after mask to see if it’s good or not.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",nose wire doesn’t work,1.0,the nose wire at the top is super uncomfortable and doesn’t bend enough so fit a nose. definitely not covid-safe
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Cheap quality,2.0,I wish I would have just repurchased from a different seller. You can feel how thin and chintzy these are as soon as you open the bag. I guess I'll shove these in the back of a drawer for emergency use only.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Fit,4.0,...The mask on my face seems too small would fit a child perfectly. Not for average older male with long face.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Useless - do not buy - break so easily and come broken,1.0,"These were the worst masks I’ve ever purchased. Many came broken and most of them have broken within a couple minutes of wearing them. Plus the material feels really harsh on your face. Don’t buy these, I’ve bought a different bulk pack of these in the past and they were wayyyy better."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask","These masks are poor quality, the elastic for the ear area easily rips. I don’t recommend.",1.0,Cheaply made. Everyday use.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Unsanitary,1.0,This product arrived completely wide open. Bag and zip lock all totally open with masks uncovered and all the way exposed. This is SO unsanitary. I do not recommend this purchase.
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Worth the price but have had more comfortable masks before,4.0,"Overall, the price for what you get is worth it. However, I feel like the mask itself could be a bit more comfortable."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Dressy Looking Mask,5.0,"I really like these masks,  I think that they look more dressy than the blue, very happy that I ordered them!!"
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Does the job but…,3.0,"Does the job but “plasticky” feel to both sides traps moisture, so not comfortable for wear all day or outside when it’s ok. But if you’re inside/ wearing short period of time it works fine."
"100Pcs Disposable Face Masks, Black Face Mask, 3 Ply Disposable Mask",Nicely made but thin.,4.0,I found these comfortable for my face and ears but they feel quite thin. I get more coverage with two masks layered together.
